entity_id,interest_code,interest_desc
968,NULL,NULL
1015,CHE,Chemistry/Chemical Engineering
1015,SCE,Science
1023,AST,Astronomy
1023,PHY,Physics
1023,SCE,Science
1035,NULL,NULL
1102,NULL,NULL
1103,NULL,NULL
1109,NULL,NULL
1126,WIN,Wine
1128,NULL,NULL
1151,ADR,Alternative Dispute Resolution Law
1151,CSL,Construction Law
1163,NULL,NULL
1168,NULL,NULL
1169,NULL,NULL
1184,ARH,Architecture
1194,NULL,NULL
1196,ART,Arts
1196,BIO,Biology
1196,CIV,Civic Affairs
1196,HEA,Health
1196,JUC,Jewish Interests
1196,MED,Media
1196,MEI,Medicine
1196,REP,Republican Politics
1202,NULL,NULL
1207,BCL,Business & Corporate Law
1207,CIV,Civic Affairs
1207,DEM,Democratic Politics
1207,INB,International Business
1207,INT,International Affairs
1207,ISR,Israeli Interests
1207,LAW,Law
1207,TEK,Technology
1208,NULL,NULL
1233,HEA,Health
1234,HEA,Health
1262,BCL,Business & Corporate Law
1262,CML,Commercial Law
1262,LTG,Litigation
1262,RST,Real Estate Law
1301,NULL,NULL
1306,ART,Arts
1306,EDU,Education
1306,MUS,Music
1315,ADL,Administrative Law
1315,EVL,Environmental Law
1328,NULL,NULL
1339,NULL,NULL
1347,NULL,NULL
1356,NULL,NULL
1373,NULL,NULL
1376,CIV,Civic Affairs
1376,DEM,Democratic Politics
1376,POL,Politics
1381,ACC,Accounting
1381,ART,Arts
1381,ASC,Asian Interests
1381,CIV,Civic Affairs
1381,DEM,Democratic Politics
1381,DIV,Diverse Constituencies
1381,EDU,Education
1381,HEA,Health
1381,INB,International Business
1381,INT,International Affairs
1381,JUC,Jewish Interests
1381,LAT,Latin American Interests
1381,MUS,Music
1381,OPE,Opera
1381,POL,Politics
1381,REA,Reading
1381,REP,Republican Politics
1381,RUN,Running/Jogging
1381,SKI,Snow Skiing
1381,YOU,Youth
1425,NULL,NULL
1432,BTC,Biotechnology
1432,CIV,Civic Affairs
1432,DEM,Democratic Politics
1443,NULL,NULL
1456,NULL,NULL
1459,CIV,Civic Affairs
1459,DEM,Democratic Politics
1459,ENV,Environment
1459,HEA,Health
1459,MED,Media
1459,MEI,Medicine
1459,SCE,Science
1466,NULL,NULL
1489,NULL,NULL
1518,CIV,Civic Affairs
1518,DEM,Democratic Politics
1518,ISC,Insurance Law
1518,LTG,Litigation
1518,PDL,Product Liability Law
1600,NULL,NULL
1681,NULL,NULL
1687,CIV,Civic Affairs
1687,DEM,Democratic Politics
1699,NULL,NULL
1727,CIV,Civic Affairs
1727,DEM,Democratic Politics
1727,POL,Politics
1727,YOU,Youth
1758,NULL,NULL
1790,NULL,NULL
1796,ELD,Elder Law
1796,TRE,Trusts & Estates Law
1796,WPR,Wills & Probate Law
1802,NULL,NULL
1816,NULL,NULL
1845,CIV,Civic Affairs
1845,DEM,Democratic Politics
1850,GOV,Government Law
1868,NULL,NULL
1876,NULL,NULL
1920,ATH,Athletics
1930,CIV,Civic Affairs
1930,DEM,Democratic Politics
1977,NULL,NULL
1994,NULL,NULL
2008,NULL,NULL
2092,NULL,NULL
2095,NULL,NULL
2114,EDU,Education
2114,ENV,Environment
2114,FOD,Food
2114,NAC,Native American Interests
2114,NAT,Natural Resources
2114,SWE,Social Welfare
2115,CIV,Civic Affairs
2115,REP,Republican Politics
2116,CIV,Civic Affairs
2116,REP,Republican Politics
2130,NULL,NULL
2164,NULL,NULL
2166,NULL,NULL
2170,NULL,NULL
2199,CIV,Civic Affairs
2199,REP,Republican Politics
2204,NULL,NULL
2239,CIV,Civic Affairs
2239,DEM,Democratic Politics
2239,POL,Politics
2279,NULL,NULL
2281,NULL,NULL
2326,NULL,NULL
2345,ART,Arts
2345,BIR,Bird Watching
2345,CIV,Civic Affairs
2345,DEM,Democratic Politics
2345,ENV,Environment
2345,HEA,Health
2345,HIV,HIV/AIDS
2345,HOB,Hobbies
2345,PER,Performing Arts
2345,REP,Republican Politics
2345,VEN,Venture Capital
2345,YOU,Youth
2346,NULL,NULL
2389,CIV,Civic Affairs
2389,DEM,Democratic Politics
2389,DIV,Diverse Constituencies
2389,WOM,Women
2394,CIV,Civic Affairs
2394,REP,Republican Politics
2412,AQU,Aquatic Sports
2436,NULL,NULL
2463,NULL,NULL
2520,NULL,NULL
2532,EDU,Education
2546,BCL,Business & Corporate Law
2546,BUS,Business
2546,EDL,Education Law
2559,NULL,NULL
2616,NULL,NULL
2642,ASA,Asian Art
2642,ASC,Asian Interests
2653,BCL,Business & Corporate Law
2653,CIV,Civic Affairs
2653,CMN,Communications Law
2653,CSL,Construction Law
2653,DEM,Democratic Politics
2653,ETL,Entertainment Law
2653,TCS,Technology & Science Law
2657,HEA,Health
2685,NULL,NULL
2694,ART,Arts
2694,EDU,Education
2694,MUS,Music
2705,NULL,NULL
2740,CIV,Civic Affairs
2740,DEI,Diversity/Equity/Inclusion
2740,DEM,Democratic Politics
2740,HEA,Health
2740,LTG,Litigation
2740,MEI,Medicine
2740,SWE,Social Welfare
2740,YOU,Youth
2748,CIV,Civic Affairs
2748,LTG,Litigation
2748,REP,Republican Politics
2748,RST,Real Estate Law
2758,NULL,NULL
2775,NULL,NULL
2791,NULL,NULL
2810,NULL,NULL
2820,NULL,NULL
2842,AQU,Aquatic Sports
2899,CIV,Civic Affairs
2899,DEM,Democratic Politics
2911,NULL,NULL
2917,BCL,Business & Corporate Law
2917,RST,Real Estate Law
2917,TAX,Taxation Law
2932,CIV,Civic Affairs
2932,POL,Politics
3025,CIV,Civic Affairs
3025,DEM,Democratic Politics
3050,ART,Arts
3059,BNK,Bankruptcy Law
3059,DBT,Debtor & Creditor Law
3059,FML,Family Law
3059,LTG,Litigation
3069,BCL,Business & Corporate Law
3069,BND,Basic Needs
3069,CML,Commercial Law
3069,IPR,Intellectual Property Law
3113,NULL,NULL
3119,APP,Appellate Practice Law
3119,HCR,Health Care Law
3119,LAW,Law
3119,LTG,Litigation
3121,NULL,NULL
3151,LEM,Labor & Employment Law
3151,WKR,Workers Compensation Law
3151,ZPL,"Zoning, Planning & Land Use Law"
3162,NULL,NULL
3177,NULL,NULL
3186,NULL,NULL
3196,NULL,NULL
3233,FML,Family Law
3233,WPR,Wills & Probate Law
3284,CIV,Civic Affairs
3284,DEM,Democratic Politics
3327,NULL,NULL
3344,NULL,NULL
3349,ATH,Athletics
3365,FML,Family Law
3365,GPR,General Practice Law
3365,LTG,Litigation
3383,HEA,Health
3386,CIV,Civic Affairs
3386,DEM,Democratic Politics
3386,USL,U.S. Latino Interests
3452,NULL,NULL
3495,NULL,NULL
3528,NULL,NULL
3535,CRL,Civil Rights Law
3535,ISC,Insurance Law
3535,LTG,Litigation
3535,PIJ,Personal Injury Law
3541,HEA,Health
3541,JUC,Jewish Interests
3546,CIV,Civic Affairs
3546,DEM,Democratic Politics
3569,CIV,Civic Affairs
3569,DEM,Democratic Politics
3569,DIV,Diverse Constituencies
3569,WOM,Women
3570,NULL,NULL
3603,CIV,Civic Affairs
3603,REP,Republican Politics
3627,NULL,NULL
3642,NULL,NULL
3678,NULL,NULL
3730,NULL,NULL
3734,NULL,NULL
3777,NULL,NULL
3785,CIV,Civic Affairs
3785,DEM,Democratic Politics
3793,NULL,NULL
3798,CIV,Civic Affairs
3798,DEI,Diversity/Equity/Inclusion
3798,DEM,Democratic Politics
3798,FGC,First Generation College
3798,WIN,Wine
3798,WNL,Wine Law
3857,NULL,NULL
3923,ART,Arts
3923,BAT,Basketball
3923,CIV,Civic Affairs
3923,CLA,Classical Music
3923,CVL,Civil Liberties
3923,DEM,Democratic Politics
3923,EDU,Education
3923,JUC,Jewish Interests
3923,JUD,Judaism
3923,MAR,Marine Life
3923,POL,Politics
3923,RLA,Real Estate
3923,RST,Real Estate Law
3923,WOM,Women
3935,NULL,NULL
3942,NULL,NULL
3972,BUS,Business
3972,CIV,Civic Affairs
3972,NON,Non-Profit Business
3972,REP,Republican Politics
3978,AQU,Aquatic Sports
3978,HEA,Health
3978,YOU,Youth
4039,GOL,Golf
4039,TEN,Tennis
4043,NULL,NULL
4055,NULL,NULL
4113,NULL,NULL
4118,NULL,NULL
4138,CIV,Civic Affairs
4138,DEM,Democratic Politics
4152,NULL,NULL
4161,NULL,NULL
4183,NULL,NULL
4292,NULL,NULL
4298,NULL,NULL
4306,GPR,General Practice Law
4310,LTG,Litigation
4310,RST,Real Estate Law
4330,NULL,NULL
4360,NULL,NULL
4408,NULL,NULL
4425,NULL,NULL
4444,NULL,NULL
4454,ATH,Athletics
4454,CKG,Cooking
4454,FOD,Food
4454,HEA,Health
4454,HIK,Hiking
4454,YOU,Youth
4504,ATH,Athletics
4504,BAT,Basketball
4504,GOL,Golf
4511,AQU,Aquatic Sports
4534,BTC,Biotechnology
4547,CIV,Civic Affairs
4547,DEM,Democratic Politics
4548,EDU,Education
4548,HEA,Health
4548,LIT,Literature
4548,MUE,Museums
4581,BND,Basic Needs
4589,CIV,Civic Affairs
4589,DEM,Democratic Politics
4635,BCL,Business & Corporate Law
4635,RST,Real Estate Law
4656,CON,Consulting
4656,EDU,Education
4656,FOD,Food
4656,TRV,Travel
4656,WOM,Women
4656,YOU,Youth
4664,CIV,Civic Affairs
4664,DEM,Democratic Politics
4664,POL,Politics
4669,CIV,Civic Affairs
4669,CSL,Construction Law
4669,DEM,Democratic Politics
4669,LTG,Litigation
4681,NULL,NULL
4769,ART,Arts
4769,CIV,Civic Affairs
4769,DEM,Democratic Politics
4769,DRA,Dramatic Arts
4769,EDU,Education
4769,ENT,Entertainment
4769,HEA,Health
4769,LIT,Literature
4769,MED,Media
4801,ATH,Athletics
4801,CIV,Civic Affairs
4801,DEM,Democratic Politics
4801,EDU,Education
4801,REP,Republican Politics
4801,RLA,Real Estate
4801,VEN,Venture Capital
4804,NULL,NULL
4850,CIV,Civic Affairs
4850,DEM,Democratic Politics
4850,ECO,Economics
4850,EDU,Education
4850,ENV,Environment
4875,BCL,Business & Corporate Law
4875,TRE,Trusts & Estates Law
4875,WPR,Wills & Probate Law
4902,ISC,Insurance Law
4902,LTG,Litigation
4902,TRE,Trusts & Estates Law
4909,NULL,NULL
4918,NULL,NULL
4929,NULL,NULL
4964,NULL,NULL
4994,NULL,NULL
5050,CIV,Civic Affairs
5050,DEM,Democratic Politics
5058,NULL,NULL
5084,CIV,Civic Affairs
5084,DEM,Democratic Politics
5084,DIV,Diverse Constituencies
5084,ISR,Israeli Interests
5137,NULL,NULL
5163,NULL,NULL
5176,CIV,Civic Affairs
5176,REP,Republican Politics
5181,BCL,Business & Corporate Law
5181,SEC,Securities Law
5218,NULL,NULL
5256,AQU,Aquatic Sports
5257,NULL,NULL
5262,NULL,NULL
5325,NULL,NULL
5342,CIV,Civic Affairs
5342,DEM,Democratic Politics
5372,THC,Theoretical Computer Science
5397,NULL,NULL
5441,NULL,NULL
5447,BND,Basic Needs
5447,CIV,Civic Affairs
5447,REP,Republican Politics
5454,NULL,NULL
5465,CIV,Civic Affairs
5465,DEM,Democratic Politics
5476,NULL,NULL
5506,BCL,Business & Corporate Law
5506,CIV,Civic Affairs
5506,DEM,Democratic Politics
5506,ITL,International Trade Law
5506,SEC,Securities Law
5519,NULL,NULL
5521,NULL,NULL
5559,NULL,NULL
5570,NULL,NULL
5652,CIV,Civic Affairs
5652,REP,Republican Politics
5667,NULL,NULL
5671,CIV,Civic Affairs
5671,REP,Republican Politics
5674,NULL,NULL
5694,ART,Arts
5694,ASA,Asian Art
5694,BAT,Basketball
5694,BUS,Business
5694,CIV,Civic Affairs
5694,FIN,Finance
5694,GOL,Golf
5694,MUE,Museums
5694,SCE,Science
5699,CSL,Construction Law
5699,LTG,Litigation
5704,CIV,Civic Affairs
5704,DEM,Democratic Politics
5726,NULL,NULL
5773,CIV,Civic Affairs
5773,DEM,Democratic Politics
5776,CIV,Civic Affairs
5776,DEM,Democratic Politics
5795,NULL,NULL
5814,MUS,Music
5814,OPE,Opera
5828,NULL,NULL
5867,NULL,NULL
5914,NULL,NULL
5933,NULL,NULL
5940,NULL,NULL
5974,NULL,NULL
5984,NULL,NULL
6007,NULL,NULL
6012,CIV,Civic Affairs
6012,DEM,Democratic Politics
6017,AQU,Aquatic Sports
6067,ARH,Architecture
6067,CIV,Civic Affairs
6067,GOL,Golf
6067,REP,Republican Politics
6067,RLA,Real Estate
6079,NULL,NULL
6121,CIV,Civic Affairs
6121,DEM,Democratic Politics
6134,NULL,NULL
6193,CIV,Civic Affairs
6193,DEM,Democratic Politics
6194,AFI,African-American Interests
6194,BUS,Business
6194,CIV,Civic Affairs
6194,DEM,Democratic Politics
6194,EDU,Education
6194,ENT,Entertainment
6194,JOU,Journalism
6194,MED,Media
6194,MIT,Manufacturing & IT
6194,TEC,Technology
6194,TEL,Telecommunications
6194,YOU,Youth
6198,NULL,NULL
6216,NULL,NULL
6218,AQU,Aquatic Sports
6225,NULL,NULL
6227,NULL,NULL
6231,NULL,NULL
6286,ART,Arts
6286,CIV,Civic Affairs
6286,DEM,Democratic Politics
6322,NULL,NULL
6380,NULL,NULL
6381,NULL,NULL
6408,NULL,NULL
6412,NULL,NULL
6415,BCL,Business & Corporate Law
6415,BFL,Banking & Finance Law
6415,CIV,Civic Affairs
6415,DEM,Democratic Politics
6415,SEC,Securities Law
6447,NULL,NULL
6513,NULL,NULL
6632,VEN,Venture Capital
6642,ADL,Administrative Law
6642,ALU,Alumni Affairs
6642,CIV,Civic Affairs
6642,DEM,Democratic Politics
6642,EDU,Education
6642,ENV,Environment
6642,LIB,Library
6644,NULL,NULL
6650,CIV,Civic Affairs
6650,REP,Republican Politics
6666,NULL,NULL
6711,NULL,NULL
6718,NULL,NULL
6736,GPR,General Practice Law
6736,WKR,Workers Compensation Law
6736,WPR,Wills & Probate Law
6755,AGR,Agriculture
6770,NULL,NULL
6790,NULL,NULL
6795,ATH,Athletics
6795,FIS,Fishing
6795,FOO,Football
6795,POL,Politics
6795,REP,Republican Politics
6851,AQU,Aquatic Sports
6851,CIV,Civic Affairs
6851,DEM,Democratic Politics
6881,BND,Basic Needs
6882,ALU,Alumni Affairs
6882,ATH,Athletics
6882,BAT,Basketball
6882,CIV,Civic Affairs
6882,FOO,Football
6882,LEM,Labor & Employment Law
6882,OIR,Organizational Behavior/Industrial Reltn
6882,REP,Republican Politics
6883,BND,Basic Needs
6885,NULL,NULL
6900,AST,Astronomy
6900,CHR,Christianity
6900,CIV,Civic Affairs
6900,DEM,Democratic Politics
6941,ETL,Entertainment Law
6941,FML,Family Law
6941,LTG,Litigation
6945,CIV,Civic Affairs
6945,REP,Republican Politics
6945,RLA,Real Estate
6954,NULL,NULL
6967,CIV,Civic Affairs
6967,REP,Republican Politics
6967,TEN,Tennis
7001,NULL,NULL
7033,NULL,NULL
7045,CIV,Civic Affairs
7045,DEM,Democratic Politics
7045,GOL,Golf
7045,REP,Republican Politics
7054,THC,Theoretical Computer Science
7145,NULL,NULL
7155,BCL,Business & Corporate Law
7155,CIV,Civic Affairs
7155,REP,Republican Politics
7155,TRE,Trusts & Estates Law
7183,BCL,Business & Corporate Law
7183,RST,Real Estate Law
7183,ZPL,"Zoning, Planning & Land Use Law"
7209,NULL,NULL
7219,NULL,NULL
7227,NULL,NULL
7252,BCL,Business & Corporate Law
7252,LAW,Law
7252,MAL,Mergers & Acquisitions Law
7252,RST,Real Estate Law
7253,NULL,NULL
7289,ART,Arts
7289,CIV,Civic Affairs
7289,DEM,Democratic Politics
7289,JUC,Jewish Interests
7289,JUD,Judaism
7289,RST,Real Estate Law
7289,TAX,Taxation Law
7289,TRE,Trusts & Estates Law
7356,AQU,Aquatic Sports
7374,CIV,Civic Affairs
7374,DEM,Democratic Politics
7392,NULL,NULL
7398,CIV,Civic Affairs
7398,DEM,Democratic Politics
7398,EVL,Environmental Law
7398,GOV,Government Law
7398,RST,Real Estate Law
7524,NULL,NULL
7532,NULL,NULL
7549,NULL,NULL
7594,CIV,Civic Affairs
7594,DEM,Democratic Politics
7599,NULL,NULL
7603,NULL,NULL
7654,NULL,NULL
7660,CRM,Criminal Law
7660,ISC,Insurance Law
7660,TRT,Tort Law
7661,NULL,NULL
7677,CIV,Civic Affairs
7677,DEM,Democratic Politics
7677,DIV,Diverse Constituencies
7677,EDU,Education
7677,ENV,Environment
7677,NAT,Natural Resources
7677,POL,Politics
7677,SCE,Science
7677,WAT,Water Conservation
7677,WOM,Women
7709,BCL,Business & Corporate Law
7709,EVL,Environmental Law
7709,RST,Real Estate Law
7709,ZPL,"Zoning, Planning & Land Use Law"
7738,CIV,Civic Affairs
7738,REP,Republican Politics
7765,NULL,NULL
7827,CIV,Civic Affairs
7827,REP,Republican Politics
7857,CIV,Civic Affairs
7857,DEM,Democratic Politics
7857,JUD,Judaism
7857,YOU,Youth
7858,NULL,NULL
7898,NULL,NULL
7900,BUS,Business
7900,CIV,Civic Affairs
7900,DEM,Democratic Politics
7900,EDU,Education
7900,FIN,Finance
7900,FRE,Free Speech
7900,POL,Politics
7900,REP,Republican Politics
7900,VEN,Venture Capital
7917,NULL,NULL
7935,NULL,NULL
7938,NULL,NULL
7982,ATH,Athletics
7982,VEN,Venture Capital
8036,NULL,NULL
8042,NULL,NULL
8097,AID,Financial Aid
8097,BND,Basic Needs
8097,CVP,Civic Participation
8097,DIV,Diverse Constituencies
8097,EDU,Education
8097,FGC,First Generation College
8097,IMM,Immigration
8097,STU,Student Affairs
8138,NULL,NULL
8163,CIV,Civic Affairs
8163,DEM,Democratic Politics
8165,NULL,NULL
8218,CIV,Civic Affairs
8218,FOO,Football
8218,REP,Republican Politics
8251,CIV,Civic Affairs
8251,POL,Politics
8251,REP,Republican Politics
8277,NULL,NULL
8281,NULL,NULL
8300,TEN,Tennis
8301,CIV,Civic Affairs
8301,DEM,Democratic Politics
8303,NULL,NULL
8305,ATH,Athletics
8305,CIV,Civic Affairs
8305,DEM,Democratic Politics
8305,FOO,Football
8305,HEA,Health
8305,POL,Politics
8305,REP,Republican Politics
8326,NULL,NULL
8331,NULL,NULL
8354,EVL,Environmental Law
8354,NTR,Natural Resources Law
8354,RST,Real Estate Law
8367,NULL,NULL
8392,NULL,NULL
8416,NULL,NULL
8432,NULL,NULL
8447,BND,Basic Needs
8453,CAL,California History
8481,ATH,Athletics
8481,CIV,Civic Affairs
8481,GPR,General Practice Law
8481,LAW,Law
8481,MAL,Mergers & Acquisitions Law
8481,REP,Republican Politics
8481,RLA,Real Estate
8481,RST,Real Estate Law
8481,RUN,Running/Jogging
8481,TAX,Taxation Law
8605,NULL,NULL
8636,NULL,NULL
8672,NULL,NULL
8704,NULL,NULL
8711,CIV,Civic Affairs
8711,DEM,Democratic Politics
8717,FOD,Food
8725,CIV,Civic Affairs
8725,DEM,Democratic Politics
8725,ENV,Environment
8725,PCY,Public Policy
8752,CIV,Civic Affairs
8752,DEM,Democratic Politics
8754,ASC,Asian Interests
8754,BND,Basic Needs
8754,DIV,Diverse Constituencies
8760,NULL,NULL
8761,NULL,NULL
8763,CIV,Civic Affairs
8763,IPR,Intellectual Property Law
8763,REP,Republican Politics
8771,CIV,Civic Affairs
8771,DEM,Democratic Politics
8771,DIV,Diverse Constituencies
8771,HUR,Human Rights
8771,LIB,Library
8799,NULL,NULL
8803,NULL,NULL
8823,TRE,Trusts & Estates Law
8823,WPR,Wills & Probate Law
8862,AQU,Aquatic Sports
8876,NULL,NULL
8949,NULL,NULL
8951,NULL,NULL
8993,NULL,NULL
9039,NULL,NULL
9043,CIV,Civic Affairs
9043,DEM,Democratic Politics
9091,BND,Basic Needs
9091,CIV,Civic Affairs
9091,DEM,Democratic Politics
9091,DIV,Diverse Constituencies
9091,ISR,Israeli Interests
9093,ADL,Administrative Law
9093,APP,Appellate Practice Law
9093,CIV,Civic Affairs
9093,DEM,Democratic Politics
9093,EVL,Environmental Law
9100,CIV,Civic Affairs
9100,CRE,Crew/Rowing
9100,DEM,Democratic Politics
9107,CIV,Civic Affairs
9107,DEM,Democratic Politics
9130,CIV,Civic Affairs
9130,DEM,Democratic Politics
9130,NON,Non-Profit Business
9130,PCY,Public Policy
9134,NULL,NULL
9153,NULL,NULL
9166,NULL,NULL
9193,NULL,NULL
9204,NULL,NULL
9268,NULL,NULL
9273,NULL,NULL
9274,APP,Appellate Practice Law
9274,BCL,Business & Corporate Law
9274,CIV,Civic Affairs
9274,CML,Commercial Law
9274,CTR,Contract Law
9274,CVR,Civil Rights
9274,DEM,Democratic Politics
9274,ENV,Environment
9274,IPR,Intellectual Property Law
9274,LTG,Litigation
9274,PDL,Product Liability Law
9302,EDU,Education
9302,FOO,Football
9329,CIV,Civic Affairs
9329,DEM,Democratic Politics
9331,CIV,Civic Affairs
9331,DEM,Democratic Politics
9331,PCY,Public Policy
9331,POL,Politics
9353,NULL,NULL
9371,OPT,Optometry
9406,NULL,NULL
9407,ART,Arts
9407,ENV,Environment
9407,HUR,Human Rights
9407,INT,International Affairs
9407,SCE,Science
9407,SKI,Snow Skiing
9407,TEN,Tennis
9407,WIN,Wine
9429,CRL,Civil Rights Law
9454,CIV,Civic Affairs
9454,DEM,Democratic Politics
9454,MED,Media
9454,PCY,Public Policy
9454,POL,Politics
9460,CIV,Civic Affairs
9460,DEM,Democratic Politics
9470,NULL,NULL
9477,CIV,Civic Affairs
9477,DAN,Dance
9477,DEM,Democratic Politics
9477,DRA,Dramatic Arts
9477,MUS,Music
9477,YOU,Youth
9480,ATH,Athletics
9488,NULL,NULL
9497,NULL,NULL
9519,NULL,NULL
9534,BCL,Business & Corporate Law
9534,CIV,Civic Affairs
9534,DEM,Democratic Politics
9534,PBI,Public Interest Law
9534,POL,Politics
9534,REP,Republican Politics
9534,SEC,Securities Law
9575,ACA,Academic Administration
9575,EDU,Education
9575,STU,Student Affairs
9699,CIV,Civic Affairs
9699,REP,Republican Politics
9732,NULL,NULL
9751,HEA,Health
9751,TRV,Travel
9763,AER,Aeronautics
9763,FLY,Flying/Airplane Ownership
9794,NULL,NULL
9834,NULL,NULL
9849,CRL,Civil Rights Law
9849,CST,Constitutional Law
9849,GOV,Government Law
9849,LEM,Labor & Employment Law
9849,LMP,Legal Malpractice
9849,PIJ,Personal Injury Law
9855,CIV,Civic Affairs
9855,DEM,Democratic Politics
9885,BCL,Business & Corporate Law
9885,ISC,Insurance Law
9885,LTG,Litigation
9911,BCL,Business & Corporate Law
9911,BFL,Banking & Finance Law
9911,CNC,Cancer
9911,POV,Poverty/International Development
9911,TRA,Transportation
9911,TRN,Transportation Law
9911,YOU,Youth
9966,NULL,NULL
9993,LTG,Litigation
9993,PIJ,Personal Injury Law
9993,TRT,Tort Law
9996,NULL,NULL
10082,NULL,NULL
10104,CIV,Civic Affairs
10104,DEM,Democratic Politics
10104,LEM,Labor & Employment Law
10105,CIV,Civic Affairs
10105,DEM,Democratic Politics
10110,NULL,NULL
10134,NULL,NULL
10135,CIV,Civic Affairs
10135,CNC,Cancer
10135,DEM,Democratic Politics
10135,HEA,Health
10135,MEI,Medicine
10158,NULL,NULL
10177,AQU,Aquatic Sports
10177,BND,Basic Needs
10181,NULL,NULL
10190,ZPL,"Zoning, Planning & Land Use Law"
10210,NULL,NULL
10244,BAT,Basketball
10244,CIV,Civic Affairs
10244,GOL,Golf
10244,TEN,Tennis
10244,TRV,Travel
10267,NULL,NULL
10306,CIV,Civic Affairs
10306,DEM,Democratic Politics
10306,POL,Politics
10311,NULL,NULL
10362,NULL,NULL
10370,NULL,NULL
10392,NULL,NULL
10399,NULL,NULL
10412,NULL,NULL
10425,NULL,NULL
10426,NULL,NULL
10427,NULL,NULL
10429,NULL,NULL
10438,NULL,NULL
10441,NULL,NULL
10449,NULL,NULL
10500,NULL,NULL
10515,CSL,Construction Law
10515,LTG,Litigation
10515,RST,Real Estate Law
10526,CIV,Civic Affairs
10526,DEM,Democratic Politics
10538,NULL,NULL
10555,NULL,NULL
10579,NULL,NULL
10606,BND,Basic Needs
10606,CIV,Civic Affairs
10606,DEM,Democratic Politics
10618,CHE,Chemistry/Chemical Engineering
10618,EGR,Engineering
10618,SCE,Science
10631,NULL,NULL
10652,NULL,NULL
10681,AQU,Aquatic Sports
10681,ISC,Insurance Law
10681,LMP,Legal Malpractice
10681,PIJ,Personal Injury Law
10693,NULL,NULL
10700,ATH,Athletics
10700,CRL,Civil Rights Law
10700,EMP,Employee Benefits Law
10700,LEM,Labor & Employment Law
10797,CIV,Civic Affairs
10797,DEM,Democratic Politics
10797,EMP,Employee Benefits Law
10797,REP,Republican Politics
10797,RST,Real Estate Law
10797,TAX,Taxation Law
10797,TRE,Trusts & Estates Law
10800,CIV,Civic Affairs
10800,DEM,Democratic Politics
10800,TAX,Taxation Law
10800,TEN,Tennis
10813,CAL,California History
10813,MUS,Music
10813,SOV,Soviet Interests
10813,TRV,Travel
10827,NULL,NULL
10845,ATH,Athletics
10845,FOD,Food
10845,STU,Student Affairs
10860,NULL,NULL
10863,NULL,NULL
10864,AFI,African-American Interests
10864,ART,Arts
10864,ATH,Athletics
10864,BND,Basic Needs
10864,CIV,Civic Affairs
10864,DEM,Democratic Politics
10864,STU,Student Affairs
10893,NULL,NULL
10901,ANI,Animal Causes
10901,ATH,Athletics
10901,BOA,Boating
10901,BUS,Business
10901,CIV,Civic Affairs
10901,DEM,Democratic Politics
10901,EDU,Education
10901,FAM,Family
10901,FBK,Food Banks
10901,POL,Politics
10901,REP,Republican Politics
10901,SWE,Social Welfare
10901,YOU,Youth
10946,CIV,Civic Affairs
10946,DEM,Democratic Politics
10946,POL,Politics
10965,BTC,Biotechnology
10965,STE,STEM
10965,TEC,Technology
10972,CIV,Civic Affairs
10972,REP,Republican Politics
