entity_id,caa_latest_memb_type_code,caa_latest_memb_type_desc,caa_latest_memb_status_desc
3798,RL,CAA Regular Life Member,Paid
3838,RL,CAA Regular Life Member,Paid
3856,LB,CAA Golden Bear Life Upgrade,Paid
3857,SL,CAA Sr. Citizen Life,Paid
3860,SR,CAA Sr. Citizen Annual,Paid
3897,RL,CAA Regular Life Member,Paid
3900,LB,CAA Golden Bear Life Upgrade,Paid
3923,RL,CAA Regular Life Member,Paid
3935,RL,CAA Regular Life Member,Paid
3942,SP,CAA Spouse Life,Paid
3948,NULL,NULL,NULL
3955,RL,CAA Regular Life Member,Paid
3966,RL,CAA Regular Life Member,Paid
3972,RL,CAA Regular Life Member,Paid
3974,PL,CAA Paying Life,Lapsed
3978,LB,CAA Golden Bear Life Upgrade,Paid
3981,RL,CAA Regular Life Member,Paid
4027,RL,CAA Regular Life Member,Paid
4029,RL,CAA Regular Life Member,Paid
4032,RL,CAA Regular Life Member,Paid
4039,SR,CAA Sr. Citizen Annual,Lapsed
4042,LB,CAA Golden Bear Life Upgrade,Paid
4043,LB,CAA Golden Bear Life Upgrade,Paid
4054,RL,CAA Regular Life Member,Paid
4055,RL,CAA Regular Life Member,Paid
4057,SR,CAA Sr. Citizen Annual,Lapsed
4059,SR,CAA Sr. Citizen Annual,Lapsed
4068,LB,CAA Golden Bear Life Upgrade,Paid
4113,RL,CAA Regular Life Member,Paid
4118,LB,CAA Golden Bear Life Upgrade,Paid
4138,RL,CAA Regular Life Member,Paid
4152,RL,CAA Regular Life Member,Paid
4161,LB,CAA Golden Bear Life Upgrade,Paid
4166,LB,CAA Golden Bear Life Upgrade,Paid
4183,NULL,NULL,NULL
4184,RL,CAA Regular Life Member,Paid
4191,SL,CAA Sr. Citizen Life,Paid
4201,RL,CAA Regular Life Member,Paid
4216,RL,CAA Regular Life Member,Paid
4251,RL,CAA Regular Life Member,Paid
4262,RL,CAA Regular Life Member,Paid
4273,NULL,NULL,NULL
4275,SR,CAA Sr. Citizen Annual,Lapsed
4287,SR,CAA Sr. Citizen Annual,Paid
4292,RL,CAA Regular Life Member,Paid
4298,SR,CAA Sr. Citizen Annual,Lapsed
4306,NULL,NULL,NULL
4310,RL,CAA Regular Life Member,Paid
4330,SP,CAA Spouse Life,Paid
4332,RA,CAA Regular Annual,Lapsed
4357,RL,CAA Regular Life Member,Paid
4360,RL,CAA Regular Life Member,Paid
4370,RL,CAA Regular Life Member,Paid
4390,RL,CAA Regular Life Member,Paid
4408,RL,CAA Regular Life Member,Paid
4425,RL,CAA Regular Life Member,Paid
4431,SP,CAA Spouse Life,Paid
4444,RL,CAA Regular Life Member,Paid
4452,SR,CAA Sr. Citizen Annual,Lapsed
4454,LB,CAA Golden Bear Life Upgrade,Paid
4467,RL,CAA Regular Life Member,Paid
4475,SL,CAA Sr. Citizen Life,Paid
4480,RL,CAA Regular Life Member,Paid
4485,RL,CAA Regular Life Member,Paid
4504,RL,CAA Regular Life Member,Paid
4511,RL,CAA Regular Life Member,Paid
4513,RL,CAA Regular Life Member,Paid
4521,RL,CAA Regular Life Member,Paid
4534,LB,CAA Golden Bear Life Upgrade,Paid
4547,RL,CAA Regular Life Member,Paid
4555,SR,CAA Sr. Citizen Annual,Paid
4576,RL,CAA Regular Life Member,Paid
4578,RL,CAA Regular Life Member,Paid
4581,RL,CAA Regular Life Member,Paid
4589,LB,CAA Golden Bear Life Upgrade,Paid
4624,RA,CAA Regular Annual,Lapsed
4635,SL,CAA Sr. Citizen Life,Paid
4643,RL,CAA Regular Life Member,Paid
4656,RL,CAA Regular Life Member,Paid
4664,RL,CAA Regular Life Member,Paid
4669,SR,CAA Sr. Citizen Annual,Paid
4681,RL,CAA Regular Life Member,Paid
4715,RL,CAA Regular Life Member,Paid
4723,NULL,NULL,NULL
4769,RL,CAA Regular Life Member,Paid
4801,LB,CAA Golden Bear Life Upgrade,Paid
4804,SP,CAA Spouse Life,Paid
4820,NULL,NULL,NULL
4837,NULL,NULL,NULL
4846,RL,CAA Regular Life Member,Paid
4850,LB,CAA Golden Bear Life Upgrade,Paid
4863,RL,CAA Regular Life Member,Paid
4875,RL,CAA Regular Life Member,Paid
4893,FP,CAA Life Member - Paid In Full,Paid
4902,RL,CAA Regular Life Member,Paid
4909,SL,CAA Sr. Citizen Life,Paid
4918,RL,CAA Regular Life Member,Paid
4923,NULL,NULL,NULL
4946,RL,CAA Regular Life Member,Paid
4956,RL,CAA Regular Life Member,Paid
4964,RL,CAA Regular Life Member,Paid
4974,RA,CAA Regular Annual,Lapsed
4994,RL,CAA Regular Life Member,Paid
5004,RL,CAA Regular Life Member,Paid
5023,LB,CAA Golden Bear Life Upgrade,Paid
5024,LB,CAA Golden Bear Life Upgrade,Paid
5042,SR,CAA Sr. Citizen Annual,Lapsed
5043,RL,CAA Regular Life Member,Paid
5050,SR,CAA Sr. Citizen Annual,Paid
5058,SR,CAA Sr. Citizen Annual,Paid
5065,LB,CAA Golden Bear Life Upgrade,Paid
5084,RL,CAA Regular Life Member,Paid
5101,RL,CAA Regular Life Member,Paid
5109,RL,CAA Regular Life Member,Paid
5111,RL,CAA Regular Life Member,Paid
5126,NULL,NULL,NULL
5137,RL,CAA Regular Life Member,Paid
5163,RL,CAA Regular Life Member,Paid
5164,NULL,NULL,NULL
5173,SR,CAA Sr. Citizen Annual,Lapsed
5176,RL,CAA Regular Life Member,Paid
5181,RL,CAA Regular Life Member,Paid
5200,RL,CAA Regular Life Member,Paid
5201,SL,CAA Sr. Citizen Life,Paid
5203,SR,CAA Sr. Citizen Annual,Lapsed
5207,NULL,NULL,NULL
5218,SL,CAA Sr. Citizen Life,Paid
5235,RL,CAA Regular Life Member,Paid
5256,LB,CAA Golden Bear Life Upgrade,Paid
5257,SR,CAA Sr. Citizen Annual,Lapsed
5262,LB,CAA Golden Bear Life Upgrade,Paid
5292,SR,CAA Sr. Citizen Annual,Lapsed
5304,NULL,NULL,NULL
5313,RL,CAA Regular Life Member,Paid
5323,RL,CAA Regular Life Member,Paid
5325,LB,CAA Golden Bear Life Upgrade,Paid
5336,NULL,NULL,NULL
5342,RL,CAA Regular Life Member,Paid
5354,RL,CAA Regular Life Member,Paid
5367,PL,CAA Paying Life,Lapsed
5370,RL,CAA Regular Life Member,Paid
5372,NULL,NULL,NULL
5394,NULL,NULL,NULL
5397,RL,CAA Regular Life Member,Paid
5409,NULL,NULL,NULL
5418,SR,CAA Sr. Citizen Annual,Lapsed
5426,RL,CAA Regular Life Member,Paid
5439,RL,CAA Regular Life Member,Paid
5441,RL,CAA Regular Life Member,Paid
5447,LB,CAA Golden Bear Life Upgrade,Paid
5451,RA,CAA Regular Annual,Lapsed
5465,SL,CAA Sr. Citizen Life,Paid
5476,RL,CAA Regular Life Member,Paid
5490,RL,CAA Regular Life Member,Paid
5506,SR,CAA Sr. Citizen Annual,Paid
5509,RL,CAA Regular Life Member,Paid
5519,LB,CAA Golden Bear Life Upgrade,Paid
5521,LB,CAA Golden Bear Life Upgrade,Paid
5535,SR,CAA Sr. Citizen Annual,Lapsed
5536,RL,CAA Regular Life Member,Paid
5545,RL,CAA Regular Life Member,Paid
5559,RL,CAA Regular Life Member,Paid
5570,SP,CAA Spouse Life,Paid
5571,RL,CAA Regular Life Member,Paid
5579,RL,CAA Regular Life Member,Paid
5586,NULL,NULL,NULL
5594,SR,CAA Sr. Citizen Annual,Lapsed
5612,LB,CAA Golden Bear Life Upgrade,Paid
5638,SL,CAA Sr. Citizen Life,Paid
5651,RL,CAA Regular Life Member,Paid
5652,SR,CAA Sr. Citizen Annual,Paid
5667,FP,CAA Life Member - Paid In Full,Paid
5669,RL,CAA Regular Life Member,Paid
5671,RL,CAA Regular Life Member,Paid
5674,NULL,NULL,NULL
5694,LB,CAA Golden Bear Life Upgrade,Paid
5699,SL,CAA Sr. Citizen Life,Paid
5704,LB,CAA Golden Bear Life Upgrade,Paid
5705,NULL,NULL,NULL
5713,RL,CAA Regular Life Member,Paid
5719,NULL,NULL,NULL
5726,NULL,NULL,NULL
5773,RL,CAA Regular Life Member,Paid
5776,RL,CAA Regular Life Member,Paid
5795,RL,CAA Regular Life Member,Paid
5814,SL,CAA Sr. Citizen Life,Paid
5828,RL,CAA Regular Life Member,Paid
5833,SP,CAA Spouse Life,Paid
5867,NULL,NULL,NULL
5868,RA,CAA Regular Annual,Lapsed
5875,RL,CAA Regular Life Member,Paid
5907,RL,CAA Regular Life Member,Paid
5913,SL,CAA Sr. Citizen Life,Paid
5921,SR,CAA Sr. Citizen Annual,Lapsed
5933,SP,CAA Spouse Life,Paid
5940,LB,CAA Golden Bear Life Upgrade,Paid
5966,RL,CAA Regular Life Member,Paid
5967,RL,CAA Regular Life Member,Paid
5974,RL,CAA Regular Life Member,Paid
5979,RA,CAA Regular Annual,Paid
5984,RL,CAA Regular Life Member,Paid
5987,RL,CAA Regular Life Member,Paid
6003,LB,CAA Golden Bear Life Upgrade,Paid
6007,RL,CAA Regular Life Member,Paid
6012,LB,CAA Golden Bear Life Upgrade,Paid
6017,RL,CAA Regular Life Member,Paid
6022,RL,CAA Regular Life Member,Paid
6036,RL,CAA Regular Life Member,Paid
6042,RL,CAA Regular Life Member,Paid
6063,NULL,NULL,NULL
6067,RL,CAA Regular Life Member,Paid
6074,RL,CAA Regular Life Member,Paid
6076,LB,CAA Golden Bear Life Upgrade,Paid
6079,RL,CAA Regular Life Member,Paid
6112,SL,CAA Sr. Citizen Life,Paid
6119,RL,CAA Regular Life Member,Paid
6121,RL,CAA Regular Life Member,Paid
6134,RL,CAA Regular Life Member,Paid
6145,RL,CAA Regular Life Member,Paid
6180,RL,CAA Regular Life Member,Paid
6193,LB,CAA Golden Bear Life Upgrade,Paid
6194,SL,CAA Sr. Citizen Life,Paid
6198,RL,CAA Regular Life Member,Paid
6204,RL,CAA Regular Life Member,Paid
6216,RL,CAA Regular Life Member,Paid
6218,RL,CAA Regular Life Member,Paid
6225,RL,CAA Regular Life Member,Paid
6227,RL,CAA Regular Life Member,Paid
6228,RL,CAA Regular Life Member,Paid
6232,SR,CAA Sr. Citizen Annual,Lapsed
6242,RL,CAA Regular Life Member,Paid
6245,RA,CAA Regular Annual,Lapsed
6271,NULL,NULL,NULL
6276,FP,CAA Life Member - Paid In Full,Paid
6281,RL,CAA Regular Life Member,Paid
6286,LB,CAA Golden Bear Life Upgrade,Paid
6289,RL,CAA Regular Life Member,Paid
6296,RL,CAA Regular Life Member,Paid
6299,RL,CAA Regular Life Member,Paid
6307,NULL,NULL,NULL
6322,NULL,NULL,NULL
6355,LB,CAA Golden Bear Life Upgrade,Paid
6366,RL,CAA Regular Life Member,Paid
6375,SR,CAA Sr. Citizen Annual,Lapsed
6378,SR,CAA Sr. Citizen Annual,Lapsed
6379,SL,CAA Sr. Citizen Life,Paid
6380,RA,CAA Regular Annual,Lapsed
6381,RL,CAA Regular Life Member,Paid
6389,SL,CAA Sr. Citizen Life,Paid
6394,SR,CAA Sr. Citizen Annual,Lapsed
6408,RL,CAA Regular Life Member,Paid
6412,RL,CAA Regular Life Member,Paid
6415,RL,CAA Regular Life Member,Paid
6432,SR,CAA Sr. Citizen Annual,Lapsed
6447,FP,CAA Life Member - Paid In Full,Paid
6454,RL,CAA Regular Life Member,Paid
6513,RA,CAA Regular Annual,Lapsed
6522,RL,CAA Regular Life Member,Paid
6528,RL,CAA Regular Life Member,Paid
6567,RL,CAA Regular Life Member,Paid
6572,RL,CAA Regular Life Member,Paid
6632,RL,CAA Regular Life Member,Paid
6634,RL,CAA Regular Life Member,Paid
6640,LB,CAA Golden Bear Life Upgrade,Paid
6642,LB,CAA Golden Bear Life Upgrade,Paid
6644,RA,CAA Regular Annual,Lapsed
6650,SR,CAA Sr. Citizen Annual,Lapsed
6654,RL,CAA Regular Life Member,Paid
6661,RL,CAA Regular Life Member,Paid
6666,RA,CAA Regular Annual,Lapsed
6710,LB,CAA Golden Bear Life Upgrade,Paid
6711,RL,CAA Regular Life Member,Paid
6718,SR,CAA Sr. Citizen Annual,Paid
6736,SR,CAA Sr. Citizen Annual,Paid
6755,RL,CAA Regular Life Member,Paid
6770,RL,CAA Regular Life Member,Paid
6788,SR,CAA Sr. Citizen Annual,Lapsed
6790,RL,CAA Regular Life Member,Paid
6795,RL,CAA Regular Life Member,Paid
6812,RA,CAA Regular Annual,Lapsed
6816,RL,CAA Regular Life Member,Paid
