entity_id,caa_latest_memb_type_code,caa_latest_memb_type_desc,caa_latest_memb_status_desc
1023,RA,CAA Regular Annual,Lapsed
1035,RL,CAA Regular Life Member,Paid
1102,RL,CAA Regular Life Member,Paid
1103,LB,CAA Golden Bear Life Upgrade,Paid
1109,RA,CAA Regular Annual,Lapsed
1126,RL,CAA Regular Life Member,Paid
1128,SR,CAA Sr. Citizen Annual,Lapsed
1151,RL,CAA Regular Life Member,Paid
1163,RL,CAA Regular Life Member,Paid
1168,RL,CAA Regular Life Member,Paid
1169,RL,CAA Regular Life Member,Paid
1184,SR,CAA Sr. Citizen Annual,Paid
1194,RA,CAA Regular Annual,Paid
1196,RL,CAA Regular Life Member,Paid
1202,RL,CAA Regular Life Member,Paid
1207,LB,CAA Golden Bear Life Upgrade,Paid
1208,FP,CAA Life Member - Paid In Full,Paid
1233,RL,CAA Regular Life Member,Paid
1234,RL,CAA Regular Life Member,Paid
1262,SR,CAA Sr. Citizen Annual,Paid
1301,RL,CAA Regular Life Member,Paid
1306,RL,CAA Regular Life Member,Paid
1315,SR,CAA Sr. Citizen Annual,Lapsed
1328,RL,CAA Regular Life Member,Paid
1339,RL,CAA Regular Life Member,Paid
1347,RL,CAA Regular Life Member,Paid
1356,RL,CAA Regular Life Member,Paid
1373,RL,CAA Regular Life Member,Paid
1376,RL,CAA Regular Life Member,Paid
1381,LB,CAA Golden Bear Life Upgrade,Paid
1425,SP,CAA Spouse Life,Paid
1432,LB,CAA Golden Bear Life Upgrade,Paid
1443,RL,CAA Regular Life Member,Paid
1456,SL,CAA Sr. Citizen Life,Paid
1459,RA,CAA Regular Annual,Lapsed
1466,RL,CAA Regular Life Member,Paid
1489,RL,CAA Regular Life Member,Paid
1518,RL,CAA Regular Life Member,Paid
1600,LB,CAA Golden Bear Life Upgrade,Paid
1681,NULL,NULL,NULL
1687,LB,CAA Golden Bear Life Upgrade,Paid
1699,RL,CAA Regular Life Member,Paid
1727,RL,CAA Regular Life Member,Paid
1758,SL,CAA Sr. Citizen Life,Paid
1790,RL,CAA Regular Life Member,Paid
1796,SP,CAA Spouse Life,Paid
1802,NULL,NULL,NULL
1816,SL,CAA Sr. Citizen Life,Paid
1845,NULL,NULL,NULL
1850,RL,CAA Regular Life Member,Paid
1868,RL,CAA Regular Life Member,Paid
1876,RL,CAA Regular Life Member,Paid
1920,RL,CAA Regular Life Member,Paid
1930,LB,CAA Golden Bear Life Upgrade,Paid
1977,SP,CAA Spouse Life,Paid
1994,RL,CAA Regular Life Member,Paid
2008,SR,CAA Sr. Citizen Annual,Paid
2092,RL,CAA Regular Life Member,Paid
2095,RL,CAA Regular Life Member,Paid
2114,RL,CAA Regular Life Member,Paid
2115,RL,CAA Regular Life Member,Paid
2116,NULL,NULL,NULL
2130,NULL,NULL,NULL
2164,RL,CAA Regular Life Member,Paid
2166,SR,CAA Sr. Citizen Annual,Paid
2170,RL,CAA Regular Life Member,Paid
2199,NULL,NULL,NULL
2204,RL,CAA Regular Life Member,Paid
2239,RL,CAA Regular Life Member,Paid
2279,RL,CAA Regular Life Member,Paid
2281,NULL,NULL,NULL
2326,RL,CAA Regular Life Member,Paid
2345,RL,CAA Regular Life Member,Paid
2346,NULL,NULL,NULL
2389,LB,CAA Golden Bear Life Upgrade,Paid
2394,LB,CAA Golden Bear Life Upgrade,Paid
2412,SL,CAA Sr. Citizen Life,Paid
2436,RA,CAA Regular Annual,Lapsed
2463,RL,CAA Regular Life Member,Paid
2520,SR,CAA Sr. Citizen Annual,Lapsed
2532,RL,CAA Regular Life Member,Paid
2546,RL,CAA Regular Life Member,Paid
2559,RL,CAA Regular Life Member,Paid
2616,RL,CAA Regular Life Member,Paid
2642,RL,CAA Regular Life Member,Paid
2653,SR,CAA Sr. Citizen Annual,Paid
2657,RL,CAA Regular Life Member,Paid
2685,LB,CAA Golden Bear Life Upgrade,Paid
2694,LB,CAA Golden Bear Life Upgrade,Paid
2705,RL,CAA Regular Life Member,Paid
2740,SL,CAA Sr. Citizen Life,Paid
2748,LB,CAA Golden Bear Life Upgrade,Paid
2758,RL,CAA Regular Life Member,Paid
2775,LB,CAA Golden Bear Life Upgrade,Paid
2791,RA,CAA Regular Annual,Lapsed
2810,RL,CAA Regular Life Member,Paid
2820,RL,CAA Regular Life Member,Paid
2842,LB,CAA Golden Bear Life Upgrade,Paid
2899,RL,CAA Regular Life Member,Paid
2911,RL,CAA Regular Life Member,Paid
2917,RL,CAA Regular Life Member,Paid
2932,RL,CAA Regular Life Member,Paid
3025,RL,CAA Regular Life Member,Paid
3050,RL,CAA Regular Life Member,Paid
3059,NULL,NULL,NULL
3069,RL,CAA Regular Life Member,Paid
3113,NULL,NULL,NULL
3119,LB,CAA Golden Bear Life Upgrade,Paid
3121,LB,CAA Golden Bear Life Upgrade,Paid
3151,NULL,NULL,NULL
3162,RL,CAA Regular Life Member,Paid
3177,SL,CAA Sr. Citizen Life,Paid
3186,LB,CAA Golden Bear Life Upgrade,Paid
3196,RL,CAA Regular Life Member,Paid
3233,LB,CAA Golden Bear Life Upgrade,Paid
3284,RL,CAA Regular Life Member,Paid
3327,RL,CAA Regular Life Member,Paid
3344,NULL,NULL,NULL
3349,RL,CAA Regular Life Member,Paid
3365,RA,CAA Regular Annual,Lapsed
3383,RA,CAA Regular Annual,Lapsed
3386,RL,CAA Regular Life Member,Paid
3452,RL,CAA Regular Life Member,Paid
3495,RL,CAA Regular Life Member,Paid
3528,RL,CAA Regular Life Member,Paid
3535,LB,CAA Golden Bear Life Upgrade,Paid
3541,RL,CAA Regular Life Member,Paid
3546,RL,CAA Regular Life Member,Paid
3569,LB,CAA Golden Bear Life Upgrade,Paid
3570,RL,CAA Regular Life Member,Paid
3603,SL,CAA Sr. Citizen Life,Paid
3627,RL,CAA Regular Life Member,Paid
3642,NULL,NULL,NULL
3678,LB,CAA Golden Bear Life Upgrade,Paid
3730,RL,CAA Regular Life Member,Paid
3734,RL,CAA Regular Life Member,Paid
3777,RL,CAA Regular Life Member,Paid
3785,RL,CAA Regular Life Member,Paid
3793,RL,CAA Regular Life Member,Paid
3798,RL,CAA Regular Life Member,Paid
3857,SL,CAA Sr. Citizen Life,Paid
3923,RL,CAA Regular Life Member,Paid
3935,RL,CAA Regular Life Member,Paid
3942,SP,CAA Spouse Life,Paid
3972,RL,CAA Regular Life Member,Paid
3978,LB,CAA Golden Bear Life Upgrade,Paid
4039,SR,CAA Sr. Citizen Annual,Lapsed
4043,LB,CAA Golden Bear Life Upgrade,Paid
4055,RL,CAA Regular Life Member,Paid
4113,RL,CAA Regular Life Member,Paid
4118,LB,CAA Golden Bear Life Upgrade,Paid
4138,RL,CAA Regular Life Member,Paid
4152,RL,CAA Regular Life Member,Paid
4161,LB,CAA Golden Bear Life Upgrade,Paid
4183,NULL,NULL,NULL
4292,RL,CAA Regular Life Member,Paid
4298,SR,CAA Sr. Citizen Annual,Lapsed
4306,NULL,NULL,NULL
4310,RL,CAA Regular Life Member,Paid
4330,SP,CAA Spouse Life,Paid
4360,RL,CAA Regular Life Member,Paid
4408,RL,CAA Regular Life Member,Paid
4425,RL,CAA Regular Life Member,Paid
4444,RL,CAA Regular Life Member,Paid
4454,LB,CAA Golden Bear Life Upgrade,Paid
4504,RL,CAA Regular Life Member,Paid
4511,RL,CAA Regular Life Member,Paid
4534,LB,CAA Golden Bear Life Upgrade,Paid
4547,RL,CAA Regular Life Member,Paid
4548,LB,CAA Golden Bear Life Upgrade,Paid
4581,RL,CAA Regular Life Member,Paid
4589,LB,CAA Golden Bear Life Upgrade,Paid
4635,SL,CAA Sr. Citizen Life,Paid
4656,RL,CAA Regular Life Member,Paid
4664,RL,CAA Regular Life Member,Paid
4669,SR,CAA Sr. Citizen Annual,Paid
4681,RL,CAA Regular Life Member,Paid
4769,RL,CAA Regular Life Member,Paid
4801,LB,CAA Golden Bear Life Upgrade,Paid
4804,SP,CAA Spouse Life,Paid
4850,LB,CAA Golden Bear Life Upgrade,Paid
4875,RL,CAA Regular Life Member,Paid
4902,RL,CAA Regular Life Member,Paid
4909,SL,CAA Sr. Citizen Life,Paid
4918,RL,CAA Regular Life Member,Paid
4929,RL,CAA Regular Life Member,Paid
4964,RL,CAA Regular Life Member,Paid
4994,RL,CAA Regular Life Member,Paid
5050,SR,CAA Sr. Citizen Annual,Paid
5058,SR,CAA Sr. Citizen Annual,Paid
5084,RL,CAA Regular Life Member,Paid
5137,RL,CAA Regular Life Member,Paid
5163,RL,CAA Regular Life Member,Paid
5176,RL,CAA Regular Life Member,Paid
5181,RL,CAA Regular Life Member,Paid
5218,SL,CAA Sr. Citizen Life,Paid
5256,LB,CAA Golden Bear Life Upgrade,Paid
5257,SR,CAA Sr. Citizen Annual,Lapsed
5262,LB,CAA Golden Bear Life Upgrade,Paid
5325,LB,CAA Golden Bear Life Upgrade,Paid
5342,RL,CAA Regular Life Member,Paid
5372,NULL,NULL,NULL
5397,RL,CAA Regular Life Member,Paid
5441,RL,CAA Regular Life Member,Paid
5447,LB,CAA Golden Bear Life Upgrade,Paid
5454,NULL,NULL,NULL
5465,SL,CAA Sr. Citizen Life,Paid
5476,RL,CAA Regular Life Member,Paid
5506,SR,CAA Sr. Citizen Annual,Paid
5519,LB,CAA Golden Bear Life Upgrade,Paid
5521,LB,CAA Golden Bear Life Upgrade,Paid
5559,RL,CAA Regular Life Member,Paid
5570,SP,CAA Spouse Life,Paid
5652,SR,CAA Sr. Citizen Annual,Paid
5667,FP,CAA Life Member - Paid In Full,Paid
5671,RL,CAA Regular Life Member,Paid
5674,NULL,NULL,NULL
5694,LB,CAA Golden Bear Life Upgrade,Paid
5699,SL,CAA Sr. Citizen Life,Paid
5704,LB,CAA Golden Bear Life Upgrade,Paid
5726,NULL,NULL,NULL
5773,RL,CAA Regular Life Member,Paid
5776,RL,CAA Regular Life Member,Paid
5795,RL,CAA Regular Life Member,Paid
5814,SL,CAA Sr. Citizen Life,Paid
5828,RL,CAA Regular Life Member,Paid
5867,NULL,NULL,NULL
5914,RL,CAA Regular Life Member,Paid
5933,SP,CAA Spouse Life,Paid
5940,LB,CAA Golden Bear Life Upgrade,Paid
5974,RL,CAA Regular Life Member,Paid
5984,RL,CAA Regular Life Member,Paid
6007,RL,CAA Regular Life Member,Paid
6012,LB,CAA Golden Bear Life Upgrade,Paid
6017,RL,CAA Regular Life Member,Paid
6067,RL,CAA Regular Life Member,Paid
6079,RL,CAA Regular Life Member,Paid
6121,RL,CAA Regular Life Member,Paid
6134,RL,CAA Regular Life Member,Paid
6193,LB,CAA Golden Bear Life Upgrade,Paid
6194,SL,CAA Sr. Citizen Life,Paid
6198,RL,CAA Regular Life Member,Paid
6216,RL,CAA Regular Life Member,Paid
6218,RL,CAA Regular Life Member,Paid
6225,RL,CAA Regular Life Member,Paid
6227,RL,CAA Regular Life Member,Paid
6231,NULL,NULL,NULL
6286,LB,CAA Golden Bear Life Upgrade,Paid
6322,NULL,NULL,NULL
6380,RA,CAA Regular Annual,Lapsed
6381,RL,CAA Regular Life Member,Paid
6408,RL,CAA Regular Life Member,Paid
6412,RL,CAA Regular Life Member,Paid
6415,RL,CAA Regular Life Member,Paid
6447,FP,CAA Life Member - Paid In Full,Paid
6513,RA,CAA Regular Annual,Lapsed
6632,RL,CAA Regular Life Member,Paid
6642,LB,CAA Golden Bear Life Upgrade,Paid
6644,RA,CAA Regular Annual,Lapsed
6650,SR,CAA Sr. Citizen Annual,Lapsed
6666,RA,CAA Regular Annual,Lapsed
6711,RL,CAA Regular Life Member,Paid
6718,SR,CAA Sr. Citizen Annual,Paid
6736,SR,CAA Sr. Citizen Annual,Paid
6755,RL,CAA Regular Life Member,Paid
6770,RL,CAA Regular Life Member,Paid
6790,RL,CAA Regular Life Member,Paid
6795,RL,CAA Regular Life Member,Paid
6851,RL,CAA Regular Life Member,Paid
6881,LB,CAA Golden Bear Life Upgrade,Paid
6882,RL,CAA Regular Life Member,Paid
6883,SP,CAA Spouse Life,Paid
6885,RL,CAA Regular Life Member,Paid
6900,LB,CAA Golden Bear Life Upgrade,Paid
6941,SR,CAA Sr. Citizen Annual,Paid
6945,RL,CAA Regular Life Member,Paid
6954,RL,CAA Regular Life Member,Paid
6967,LB,CAA Golden Bear Life Upgrade,Paid
7001,LB,CAA Golden Bear Life Upgrade,Paid
7033,RL,CAA Regular Life Member,Paid
7045,LB,CAA Golden Bear Life Upgrade,Paid
7054,SL,CAA Sr. Citizen Life,Paid
7145,RL,CAA Regular Life Member,Paid
7155,RL,CAA Regular Life Member,Paid
7183,RL,CAA Regular Life Member,Paid
7209,RL,CAA Regular Life Member,Paid
7219,RL,CAA Regular Life Member,Paid
7227,RL,CAA Regular Life Member,Paid
7252,LB,CAA Golden Bear Life Upgrade,Paid
7253,RL,CAA Regular Life Member,Paid
7289,LB,CAA Golden Bear Life Upgrade,Paid
7356,LB,CAA Golden Bear Life Upgrade,Paid
7374,RL,CAA Regular Life Member,Paid
7392,RL,CAA Regular Life Member,Paid
7398,LB,CAA Golden Bear Life Upgrade,Paid
7524,RL,CAA Regular Life Member,Paid
7532,RL,CAA Regular Life Member,Paid
7549,SR,CAA Sr. Citizen Annual,Lapsed
7594,RL,CAA Regular Life Member,Paid
7599,RL,CAA Regular Life Member,Paid
7603,RL,CAA Regular Life Member,Paid
7654,SR,CAA Sr. Citizen Annual,Lapsed
7660,NULL,NULL,NULL
7661,RL,CAA Regular Life Member,Paid
7677,RL,CAA Regular Life Member,Paid
7709,RA,CAA Regular Annual,Lapsed
7738,RL,CAA Regular Life Member,Paid
7765,RL,CAA Regular Life Member,Paid
7827,RL,CAA Regular Life Member,Paid
7857,RL,CAA Regular Life Member,Paid
7858,RL,CAA Regular Life Member,Paid
7898,RL,CAA Regular Life Member,Paid
7900,RL,CAA Regular Life Member,Paid
7917,NULL,NULL,NULL
7935,RL,CAA Regular Life Member,Paid
7938,SP,CAA Spouse Life,Paid
7982,RL,CAA Regular Life Member,Paid
8036,RL,CAA Regular Life Member,Paid
8042,RL,CAA Regular Life Member,Paid
8097,RL,CAA Regular Life Member,Paid
8138,RL,CAA Regular Life Member,Paid
8163,RL,CAA Regular Life Member,Paid
8165,SL,CAA Sr. Citizen Life,Paid
8218,RL,CAA Regular Life Member,Paid
8251,RL,CAA Regular Life Member,Paid
8277,SR,CAA Sr. Citizen Annual,Lapsed
8281,RL,CAA Regular Life Member,Paid
8300,LB,CAA Golden Bear Life Upgrade,Paid
8301,LB,CAA Golden Bear Life Upgrade,Paid
8303,RL,CAA Regular Life Member,Paid
8305,NULL,NULL,NULL
8326,SP,CAA Spouse Life,Paid
8331,RL,CAA Regular Life Member,Paid
8354,RL,CAA Regular Life Member,Paid
8367,RL,CAA Regular Life Member,Paid
8392,RL,CAA Regular Life Member,Paid
8416,RL,CAA Regular Life Member,Paid
8432,NULL,NULL,NULL
8447,SL,CAA Sr. Citizen Life,Paid
8453,RL,CAA Regular Life Member,Paid
8481,RL,CAA Regular Life Member,Paid
8605,RL,CAA Regular Life Member,Paid
8636,FP,CAA Life Member - Paid In Full,Paid
8672,RL,CAA Regular Life Member,Paid
8704,SR,CAA Sr. Citizen Annual,Lapsed
8711,RL,CAA Regular Life Member,Paid
8717,LB,CAA Golden Bear Life Upgrade,Paid
8725,RL,CAA Regular Life Member,Paid
8752,LB,CAA Golden Bear Life Upgrade,Paid
8754,RL,CAA Regular Life Member,Paid
8760,RA,CAA Regular Annual,Paid
8761,RL,CAA Regular Life Member,Paid
8763,RL,CAA Regular Life Member,Paid
8771,RL,CAA Regular Life Member,Paid
8799,RA,CAA Regular Annual,Lapsed
8803,RL,CAA Regular Life Member,Paid
8823,RL,CAA Regular Life Member,Paid
8862,LB,CAA Golden Bear Life Upgrade,Paid
8876,RL,CAA Regular Life Member,Paid
8949,RL,CAA Regular Life Member,Paid
8951,FP,CAA Life Member - Paid In Full,Paid
8993,LB,CAA Golden Bear Life Upgrade,Paid
9039,RA,CAA Regular Annual,Lapsed
9043,RL,CAA Regular Life Member,Paid
9091,LB,CAA Golden Bear Life Upgrade,Paid
9093,RL,CAA Regular Life Member,Paid
9100,RL,CAA Regular Life Member,Paid
9107,FP,CAA Life Member - Paid In Full,Paid
9130,RL,CAA Regular Life Member,Paid
9134,FP,CAA Life Member - Paid In Full,Paid
9153,RL,CAA Regular Life Member,Paid
9166,SL,CAA Sr. Citizen Life,Paid
9193,RL,CAA Regular Life Member,Paid
9204,NULL,NULL,NULL
9268,RL,CAA Regular Life Member,Paid
9273,RL,CAA Regular Life Member,Paid
9274,RL,CAA Regular Life Member,Paid
9302,LB,CAA Golden Bear Life Upgrade,Paid
9329,LB,CAA Golden Bear Life Upgrade,Paid
9331,SR,CAA Sr. Citizen Annual,Lapsed
9353,RA,CAA Regular Annual,Lapsed
9371,RL,CAA Regular Life Member,Paid
9406,RL,CAA Regular Life Member,Paid
9407,RL,CAA Regular Life Member,Paid
9429,RL,CAA Regular Life Member,Paid
9454,SL,CAA Sr. Citizen Life,Paid
9460,FP,CAA Life Member - Paid In Full,Paid
9470,RL,CAA Regular Life Member,Paid
9477,LB,CAA Golden Bear Life Upgrade,Paid
9480,LB,CAA Golden Bear Life Upgrade,Paid
9488,SP,CAA Spouse Life,Paid
9497,NULL,NULL,NULL
9519,RL,CAA Regular Life Member,Paid
9534,RL,CAA Regular Life Member,Paid
9575,LB,CAA Golden Bear Life Upgrade,Paid
9699,RL,CAA Regular Life Member,Paid
9732,LB,CAA Golden Bear Life Upgrade,Paid
9751,RL,CAA Regular Life Member,Paid
9763,RL,CAA Regular Life Member,Paid
9794,RL,CAA Regular Life Member,Paid
9834,SP,CAA Spouse Life,Paid
9849,RL,CAA Regular Life Member,Paid
9855,RL,CAA Regular Life Member,Paid
9885,RL,CAA Regular Life Member,Paid
9911,RL,CAA Regular Life Member,Paid
9966,RL,CAA Regular Life Member,Paid
9993,RL,CAA Regular Life Member,Paid
9996,RL,CAA Regular Life Member,Paid
10082,LB,CAA Golden Bear Life Upgrade,Paid
10104,LB,CAA Golden Bear Life Upgrade,Paid
10105,SP,CAA Spouse Life,Paid
10110,RL,CAA Regular Life Member,Paid
10134,FP,CAA Life Member - Paid In Full,Paid
10135,RL,CAA Regular Life Member,Paid
10158,RA,CAA Regular Annual,Lapsed
10177,RL,CAA Regular Life Member,Paid
10181,SL,CAA Sr. Citizen Life,Paid
10190,RA,CAA Regular Annual,Lapsed
10210,SP,CAA Spouse Life,Paid
10244,RL,CAA Regular Life Member,Paid
10267,RL,CAA Regular Life Member,Paid
10306,RL,CAA Regular Life Member,Paid
10311,RL,CAA Regular Life Member,Paid
10362,RL,CAA Regular Life Member,Paid
10370,RL,CAA Regular Life Member,Paid
10392,RL,CAA Regular Life Member,Paid
10399,RL,CAA Regular Life Member,Paid
10412,RL,CAA Regular Life Member,Paid
10425,RL,CAA Regular Life Member,Paid
10426,LB,CAA Golden Bear Life Upgrade,Paid
10427,LB,CAA Golden Bear Life Upgrade,Paid
10429,LB,CAA Golden Bear Life Upgrade,Paid
10438,LB,CAA Golden Bear Life Upgrade,Paid
10441,RL,CAA Regular Life Member,Paid
10449,NULL,NULL,NULL
10500,SR,CAA Sr. Citizen Annual,Lapsed
10515,LB,CAA Golden Bear Life Upgrade,Paid
10526,RL,CAA Regular Life Member,Paid
10538,RL,CAA Regular Life Member,Paid
10555,NULL,NULL,NULL
10579,NULL,NULL,NULL
10606,LB,CAA Golden Bear Life Upgrade,Paid
10618,RA,CAA Regular Annual,Lapsed
10631,RL,CAA Regular Life Member,Paid
10652,RL,CAA Regular Life Member,Paid
10681,RL,CAA Regular Life Member,Paid
10693,P6,CAA Life Annual - Sr. Citizen,Lapsed
10700,LB,CAA Golden Bear Life Upgrade,Paid
10797,RL,CAA Regular Life Member,Paid
10800,RL,CAA Regular Life Member,Paid
10813,SP,CAA Spouse Life,Paid
10827,RL,CAA Regular Life Member,Paid
10845,RL,CAA Regular Life Member,Paid
10860,NULL,NULL,NULL
10863,LB,CAA Golden Bear Life Upgrade,Paid
10864,LB,CAA Golden Bear Life Upgrade,Paid
10893,SR,CAA Sr. Citizen Annual,Lapsed
10901,LB,CAA Golden Bear Life Upgrade,Paid
10946,RL,CAA Regular Life Member,Paid
10965,RL,CAA Regular Life Member,Paid
10972,RL,CAA Regular Life Member,Paid
10974,RL,CAA Regular Life Member,Paid
11016,RL,CAA Regular Life Member,Paid
11017,P6,CAA Life Annual - Sr. Citizen,Active
11024,RL,CAA Regular Life Member,Paid
11033,RL,CAA Regular Life Member,Paid
11034,RL,CAA Regular Life Member,Paid
11062,NULL,NULL,NULL
11096,LB,CAA Golden Bear Life Upgrade,Paid
11103,RA,CAA Regular Annual,Lapsed
11108,RL,CAA Regular Life Member,Paid
11171,RL,CAA Regular Life Member,Paid
11192,SL,CAA Sr. Citizen Life,Paid
11206,RL,CAA Regular Life Member,Paid
11257,SR,CAA Sr. Citizen Annual,Paid
11305,RL,CAA Regular Life Member,Paid
11310,LB,CAA Golden Bear Life Upgrade,Paid
11323,FP,CAA Life Member - Paid In Full,Paid
11329,RL,CAA Regular Life Member,Paid
11340,RL,CAA Regular Life Member,Paid
11347,NULL,NULL,NULL
11353,RL,CAA Regular Life Member,Paid
11379,SP,CAA Spouse Life,Paid
11401,RL,CAA Regular Life Member,Paid
11406,SL,CAA Sr. Citizen Life,Paid
11408,RL,CAA Regular Life Member,Paid
11419,LB,CAA Golden Bear Life Upgrade,Paid
11423,RL,CAA Regular Life Member,Paid
11425,RL,CAA Regular Life Member,Paid
11431,LB,CAA Golden Bear Life Upgrade,Paid
11444,LB,CAA Golden Bear Life Upgrade,Paid
11447,RL,CAA Regular Life Member,Paid
11501,RL,CAA Regular Life Member,Paid
11512,RL,CAA Regular Life Member,Paid
11535,LB,CAA Golden Bear Life Upgrade,Paid
11540,RL,CAA Regular Life Member,Paid
11563,RL,CAA Regular Life Member,Paid
11567,FP,CAA Life Member - Paid In Full,Paid
11569,RL,CAA Regular Life Member,Paid
11570,RL,CAA Regular Life Member,Paid
11579,RA,CAA Regular Annual,Lapsed
11581,SL,CAA Sr. Citizen Life,Paid
11594,SR,CAA Sr. Citizen Annual,Lapsed
11615,RL,CAA Regular Life Member,Paid
11623,RL,CAA Regular Life Member,Paid
11627,RL,CAA Regular Life Member,Paid
11628,RL,CAA Regular Life Member,Paid
11638,NULL,NULL,NULL
11701,RL,CAA Regular Life Member,Paid
11754,NULL,NULL,NULL
11761,SR,CAA Sr. Citizen Annual,Lapsed
11763,NULL,NULL,NULL
11805,RL,CAA Regular Life Member,Paid
11816,FP,CAA Life Member - Paid In Full,Paid
11832,RL,CAA Regular Life Member,Paid
11840,SR,CAA Sr. Citizen Annual,Paid
11841,RA,CAA Regular Annual,Lapsed
11847,SL,CAA Sr. Citizen Life,Paid
11886,NULL,NULL,NULL
11899,PL,CAA Paying Life,Active
11981,LB,CAA Golden Bear Life Upgrade,Paid
11986,NULL,NULL,NULL
11999,NULL,NULL,NULL
12006,NULL,NULL,NULL
12040,NULL,NULL,NULL
12045,NULL,NULL,NULL
12061,RA,CAA Regular Annual,Lapsed
12069,SP,CAA Spouse Life,Paid
12081,RL,CAA Regular Life Member,Paid
12086,SR,CAA Sr. Citizen Annual,Paid
12090,RL,CAA Regular Life Member,Paid
12111,NULL,NULL,NULL
12112,LB,CAA Golden Bear Life Upgrade,Paid
12122,RL,CAA Regular Life Member,Paid
12139,RL,CAA Regular Life Member,Paid
12146,RL,CAA Regular Life Member,Paid
12160,PL,CAA Paying Life,Lapsed
12177,NULL,NULL,NULL
12190,RL,CAA Regular Life Member,Paid
12202,SR,CAA Sr. Citizen Annual,Paid
12215,RL,CAA Regular Life Member,Paid
12216,SP,CAA Spouse Life,Paid
12222,FP,CAA Life Member - Paid In Full,Paid
12223,NULL,NULL,NULL
12227,RA,CAA Regular Annual,Lapsed
12229,RL,CAA Regular Life Member,Paid
12247,LB,CAA Golden Bear Life Upgrade,Paid
12250,LB,CAA Golden Bear Life Upgrade,Paid
12264,LB,CAA Golden Bear Life Upgrade,Paid
12277,LB,CAA Golden Bear Life Upgrade,Paid
12291,LB,CAA Golden Bear Life Upgrade,Paid
12298,NULL,NULL,NULL
12314,RL,CAA Regular Life Member,Paid
12323,RL,CAA Regular Life Member,Paid
12374,RL,CAA Regular Life Member,Paid
12380,NULL,NULL,NULL
12396,LB,CAA Golden Bear Life Upgrade,Paid
12402,RL,CAA Regular Life Member,Paid
12404,RA,CAA Regular Annual,Lapsed
12414,RL,CAA Regular Life Member,Paid
12432,RL,CAA Regular Life Member,Paid
12433,RL,CAA Regular Life Member,Paid
12467,SR,CAA Sr. Citizen Annual,Lapsed
12488,RL,CAA Regular Life Member,Paid
12498,LB,CAA Golden Bear Life Upgrade,Paid
12518,RL,CAA Regular Life Member,Paid
12521,SR,CAA Sr. Citizen Annual,Paid
12526,RL,CAA Regular Life Member,Paid
12529,NULL,NULL,NULL
12546,RL,CAA Regular Life Member,Paid
12547,RL,CAA Regular Life Member,Paid
12561,RL,CAA Regular Life Member,Paid
12582,RL,CAA Regular Life Member,Paid
12586,RL,CAA Regular Life Member,Paid
12608,RL,CAA Regular Life Member,Paid
12619,NULL,NULL,NULL
12621,FP,CAA Life Member - Paid In Full,Paid
12633,NULL,NULL,NULL
12716,RL,CAA Regular Life Member,Paid
12734,SR,CAA Sr. Citizen Annual,Paid
12753,RL,CAA Regular Life Member,Paid
12757,RA,CAA Regular Annual,Lapsed
12762,LB,CAA Golden Bear Life Upgrade,Paid
12778,FP,CAA Life Member - Paid In Full,Paid
12779,SP,CAA Spouse Life,Paid
12793,SP,CAA Spouse Life,Paid
12802,NULL,NULL,NULL
12803,RL,CAA Regular Life Member,Paid
12812,NULL,NULL,NULL
